ApplicantID,PastRelevantExperience,YearsOfRelevantExperience,HighestEducationLevel,YearOfBirth,Hired
105571,True,1,Associate Degree,2004,False
105572,False,0,High School,2000,False
105573,False,0,High School,2003,False
105574,True,1,High School,2001,False
105575,False,0,High School,2003,True
105576,True,1,Bachelor,1996,False
105577,False,0,Bachelor,2002,False
105578,True,5,Master,1998,False
105579,False,0,Bachelor,2004,False
105580,True,2,Bachelor,2004,True
105581,True,3,High School,2006,False
105582,True,1,Bachelor,1993,False
105583,False,0,Associate Degree,1999,True
105584,True,2,High School,2006,False
105585,True,1,High School,2001,False
105586,False,0,High School,2005,False
105587,True,1,High School,2006,False
105588,True,1,High School,2004,True
105589,True,2,Bachelor,2004,False
105590,False,0,High School,2003,False
105591,True,2,Bachelor,2003,False
105592,True,5,Bachelor,1998,False
105593,True,1,Bachelor,2003,True
105594,True,3,Associate Degree,2006,False
105595,False,0,Associate Degree,2005,False
105596,False,0,Associate Degree,2004,False
105597,True,1,High School,2005,False
105598,True,2,High School,2005,False
105599,False,0,High School,2003,False
105600,True,3,Bachelor,2003,False
105601,True,3,Bachelor,1999,True
105602,True,1,High School,2005,False
105603,True,5,Associate Degree,1998,False
105604,True,1,Associate Degree,2004,False
105605,False,0,Associate Degree,2003,False
105606,False,0,Associate Degree,2006,False
105607,True,1,Master,1994,True
105608,True,1,High School,2002,False
105609,True,1,High School,2007,False
105610,False,0,Bachelor,1994,False
105611,True,2,High School,2007,True
105612,False,0,Associate Degree,2004,False
105613,True,3,High School,2006,False
105614,False,0,High School,2003,False
105615,True,2,High School,2006,False
105616,True,2,High School,2007,False
105617,False,0,High School,1999,False
105618,False,0,High School,1994,False
105619,True,10,Bachelor,1995,True
105620,False,0,High School,1993,False
105621,True,1,Bachelor,2003,False
105622,True,2,Master,2000,False
105623,True,4,Associate Degree,2000,False
105624,True,2,High School,2007,False
105625,True,2,High School,2007,False
105626,False,0,Bachelor,1998,False
105627,True,1,Bachelor,2002,False
105628,False,0,Associate Degree,2005,True
105629,True,1,Associate Degree,2004,False
105630,False,0,Bachelor,2001,False
105631,False,0,High School,2006,False
105632,False,0,High School,2003,False
105633,True,1,High School,2007,False
105634,True,5,High School,2001,False
105635,False,0,Bachelor,1999,False
105636,False,0,Associate Degree,2000,False
105637,True,2,Associate Degree,2006,False
105638,True,1,High School,2007,False
105639,True,1,High School,2007,False
105640,False,0,High School,2007,False
105641,True,3,Bachelor,1999,True
105642,True,4,Associate Degree,2005,True
105643,True,4,Associate Degree,1997,False
105644,True,4,Associate Degree,2005,False
105645,True,4,Associate Degree,2005,False
105646,False,0,High School,2007,False
105647,True,2,High School,2006,False
105648,False,0,Associate Degree,1998,False
105649,True,2,Associate Degree,1997,False
105650,True,1,Associate Degree,2001,False
105651,False,0,High School,2004,False
105652,True,1,Bachelor,2003,False
105653,True,1,High School,2005,True
105654,True,5,Bachelor,2002,True
105655,False,0,High School,1996,False
105656,True,7,Bachelor,2002,False
105657,True,4,Associate Degree,2005,False
105658,True,8,Associate Degree,2001,False
105659,True,5,High School,2003,False
105660,False,0,Associate Degree,2001,False
105661,False,0,Associate Degree,1993,False
105662,False,0,Associate Degree,2004,False
105663,False,0,Associate Degree,2005,False
105664,True,1,High School,2007,False
105665,True,3,Bachelor,2001,False
105666,True,1,Associate Degree,2002,False
105667,False,0,Bachelor,2001,False
105668,False,0,Associate Degree,1994,False
105669,True,1,Associate Degree,1994,False
105670,False,0,High School,2001,False
105671,True,1,Bachelor,1997,False
105672,True,1,High School,2002,False
105673,True,5,High School,2004,True
105674,True,1,Associate Degree,1996,True
105675,False,0,High School,2003,False
105676,True,1,High School,2008,False
105677,False,0,Bachelor,2002,False
105678,True,1,Associate Degree,1999,False
105679,True,3,High School,2002,True
105680,True,3,High School,2006,False
105681,False,0,High School,2003,False
105682,True,2,Associate Degree,2006,False
105683,True,3,High School,2006,False
105684,True,4,Bachelor,1997,False
105685,True,5,Bachelor,2004,True
105686,True,5,Associate Degree,1995,False
105687,False,0,High School,1997,False
105688,True,2,High School,2007,False
105689,False,0,Associate Degree,2004,False
105690,False,0,Associate Degree,2006,False
105691,True,1,High School,2003,False
105692,False,0,Bachelor,2004,True
105693,False,0,Bachelor,2001,False
105694,False,0,Bachelor,2000,False
105695,True,1,High School,2008,False
105696,True,1,Associate Degree,1995,False
105697,True,1,Bachelor,2001,False
105698,True,1,High School,1995,False
105699,True,2,Bachelor,2000,True
105700,False,0,High School,2007,False
105701,False,0,Associate Degree,1994,False
105702,True,5,Associate Degree,2004,False
105703,True,1,High School,2006,False
105704,False,0,High School,1996,False
105705,False,0,Associate Degree,2001,False
105706,True,5,High School,2002,False
105707,True,3,Associate Degree,2005,False
105708,False,0,Bachelor,2002,False
105709,True,1,High School,2007,False
105710,True,1,Associate Degree,2004,False
105711,False,0,High School,2004,False
105712,True,2,High School,2007,False
105713,False,0,Bachelor,1999,False
105714,True,4,High School,2005,False
105715,False,0,Bachelor,2004,False
105716,True,2,High School,2003,False
105717,True,1,Bachelor,1985,False
105718,False,0,High School,1999,False
105719,False,0,Bachelor,1992,False
105720,False,0,High School,2006,False
105721,False,0,Bachelor,2005,False
105722,True,8,Bachelor,1983,False
105723,False,0,Bachelor,1996,False
105724,False,0,Associate Degree,2001,False
105725,False,0,High School,2005,False
105726,True,8,Bachelor,1997,True
105727,False,0,Bachelor,1999,False
105728,False,0,Bachelor,2001,False
105729,True,7,Associate Degree,2000,False
105730,True,1,Associate Degree,2006,False
105731,False,0,High School,2007,False
105732,True,2,Bachelor,1996,False
105733,True,2,High School,2006,False
105734,True,6,Bachelor,2002,True
105735,True,4,High School,2005,False
105736,True,1,Bachelor,1999,False
105737,True,2,Associate Degree,1995,False
105738,True,1,Bachelor,1995,False
105739,True,1,High School,2008,False
105740,True,4,High School,2004,False
105741,True,4,High School,2005,False
105742,False,0,High School,2001,False
105743,True,1,Bachelor,2000,False
105744,True,1,High School,2003,False
105745,True,2,High School,2005,False
105746,False,0,High School,2003,False
105747,True,5,High School,2004,False
105748,False,0,Associate Degree,2002,False
105749,True,2,Associate Degree,2003,False
105750,True,1,Associate Degree,2006,False
105751,True,1,High School,2006,False
105752,True,2,High School,2002,True
105753,True,4,Bachelor,1999,False
105754,False,0,High School,2007,False
105755,True,2,Associate Degree,2005,False
105756,True,1,Bachelor,1994,False
105757,True,1,High School,2008,False
105758,False,0,Associate Degree,2005,False
105759,True,1,Bachelor,1995,False
105760,False,0,Master,2003,False
105761,True,2,High School,2006,True
105762,False,0,High School,2000,False
105763,False,0,High School,2007,False
105764,True,2,High School,2007,False
105765,False,0,High School,2003,False
105766,True,1,High School,2005,False
105767,True,3,High School,2005,False
105768,True,1,Associate Degree,1995,False
105769,True,2,Associate Degree,2003,False
105770,True,1,High School,2006,False
105771,True,1,Bachelor,2005,False
105772,True,1,High School,2008,False
105773,False,0,Associate Degree,2002,False
105774,True,3,Associate Degree,2004,False
105775,False,0,Bachelor,1990,False
105776,True,1,High School,2008,False
105777,True,2,Associate Degree,2003,False
105778,True,4,Bachelor,1999,True
105779,True,1,Bachelor,2004,False
105780,False,0,Associate Degree,2004,False
105781,True,4,Master,1990,True
105782,True,2,Bachelor,2001,True
105783,False,0,Bachelor,2002,False
105784,True,1,Bachelor,2000,False
105785,True,1,High School,2007,False
105786,False,0,High School,1998,False
105787,True,3,Associate Degree,2006,False
105788,True,3,Bachelor,2001,False
105789,True,3,Bachelor,2002,False
105790,False,0,High School,2006,False
105791,False,0,Bachelor,1997,False
105792,False,0,Associate Degree,2001,False
105793,False,0,High School,2006,False
105794,False,0,Bachelor,2004,False
105795,False,0,Associate Degree,2002,False
105796,True,1,Master,2004,False
105797,False,0,High School,2005,False
105798,False,0,Associate Degree,2001,True
105799,False,0,High School,1999,True
105800,True,2,Associate Degree,2002,False
105801,True,1,Associate Degree,2003,False
105802,True,6,Associate Degree,1996,False
105803,True,4,Associate Degree,1985,False
105804,False,0,Bachelor,2003,False
105805,True,8,Bachelor,1997,False
105806,True,2,High School,2007,False
105807,False,0,Bachelor,2000,False
105808,False,0,Bachelor,1993,False
105809,True,2,High School,1999,True
105810,False,0,High School,2005,False
105811,True,3,Associate Degree,2001,True
105812,True,1,High School,2004,False
105813,True,4,High School,2005,False
105814,True,8,Associate Degree,2000,False
105815,True,1,High School,2007,True
105816,True,1,Associate Degree,1991,False
105817,False,0,Bachelor,1993,False
105818,False,0,Associate Degree,2005,False
105819,False,0,Bachelor,2000,True
105820,True,3,High School,2001,False
105821,False,0,High School,2007,False
105822,True,2,Associate Degree,2000,False
105823,False,0,Master,2000,False
105824,True,4,Bachelor,2002,False
105825,True,1,High School,2005,False
105826,True,1,Associate Degree,1990,False
105827,True,1,High School,2008,False
105828,False,0,High School,2001,False
105829,True,3,Bachelor,1996,False
105830,True,3,Bachelor,1997,False
105831,False,0,Associate Degree,2001,False
105832,True,4,Associate Degree,2003,False
105833,False,0,High School,2005,False
105834,True,2,Bachelor,2000,False
105835,True,4,Bachelor,1996,True
105836,False,0,Associate Degree,2000,False
105837,True,1,Bachelor,2004,False
105838,True,6,Associate Degree,1994,False
105839,True,8,Bachelor,1997,False
105840,True,1,High School,1999,False
105841,False,0,High School,1994,False
105842,True,2,Bachelor,2002,True
105843,True,3,Associate Degree,2006,False
105844,True,5,Associate Degree,1994,False
105845,True,1,Associate Degree,1996,False
105846,True,3,High School,2000,False
105847,False,0,High School,2006,False
105848,True,2,Bachelor,2000,True
105849,False,0,High School,2003,False
105850,True,5,Associate Degree,2004,False
105851,True,4,Associate Degree,2002,False
105852,False,0,High School,2007,False
105853,True,2,Bachelor,2001,False
105854,False,0,Associate Degree,2005,False
105855,True,3,Bachelor,1992,True
105856,True,4,Bachelor,2002,False
105857,False,0,Bachelor,2004,False
105858,True,3,High School,2006,False
105859,True,3,Bachelor,2002,False
105860,False,0,Associate Degree,2005,False
105861,False,0,Bachelor,1999,False
105862,True,4,High School,2005,False
105863,True,8,Bachelor,1988,True
105864,False,0,Associate Degree,2006,False
105865,True,2,Associate Degree,1994,True
105866,False,0,Bachelor,2001,False
105867,True,1,High School,2007,False
105868,False,0,Bachelor,1997,False
105869,True,2,High School,1992,False
105870,True,5,High School,2000,True
105871,True,3,High School,2002,False
105872,True,2,High School,1997,False
105873,True,5,Associate Degree,2004,False
105874,True,1,Bachelor,1995,False
105875,False,0,High School,2007,False
105876,True,2,High School,2007,False
105877,False,0,High School,2005,False
105878,True,1,High School,2005,False
105879,True,3,High School,2006,False
105880,True,3,High School,2001,False
105881,True,1,High School,2007,False
105882,True,2,Associate Degree,2001,False
105883,True,7,Bachelor,1999,True
105884,True,4,High School,2005,False
105885,False,0,High School,2003,False
105886,False,0,High School,2008,False
105887,False,0,Associate Degree,2001,False
105888,True,1,High School,2004,False
105889,True,2,Bachelor,1994,False
105890,True,2,Bachelor,1996,False
105891,False,0,High School,2008,False
105892,False,0,Associate Degree,1998,False
105893,False,0,High School,1998,False
105894,True,1,Bachelor,1991,False
105895,True,7,Bachelor,1995,False
105896,False,0,Associate Degree,2003,False
105897,True,3,Master,2000,False
105898,True,3,Bachelor,2002,False
105899,True,1,Bachelor,1999,False
105900,False,0,Associate Degree,1995,False
105901,True,2,Associate Degree,1996,False
105902,True,1,Associate Degree,2003,False
105903,False,0,Bachelor,2001,True
105904,False,0,Bachelor,1999,False
105905,True,5,Associate Degree,2004,True
105906,False,0,High School,2007,False
105907,True,5,Associate Degree,2000,True
105908,True,2,High School,2007,False
105909,False,0,High School,2005,False
105910,True,5,Bachelor,1999,False
105911,True,3,Associate Degree,2003,False
105912,True,3,Associate Degree,2006,False
105913,True,2,Bachelor,2002,False
105914,False,0,Associate Degree,1997,False
105915,False,0,High School,2002,False
105916,True,2,PhD,1998,False
105917,True,1,High School,2005,False
105918,False,0,High School,2006,False
105919,False,0,Bachelor,2004,False
105920,True,1,Associate Degree,1997,False
105921,True,2,High School,2007,False
105922,False,0,High School,1999,False
105923,False,0,Bachelor,2001,False
105924,False,0,High School,2007,False
105925,True,2,High School,2005,False
105926,False,0,Bachelor,2001,False
105927,True,4,High School,1992,False
105928,True,5,Bachelor,1988,True
105929,True,2,Bachelor,1998,False
105930,True,1,High School,2008,False
105931,False,0,High School,2005,False
105932,True,2,Associate Degree,2002,True
105933,False,0,High School,2002,False
105934,True,5,Associate Degree,1998,False
105935,False,0,Bachelor,2000,False
105936,False,0,Bachelor,2003,False
105937,True,3,Associate Degree,1998,False
105938,True,1,High School,1999,False
105939,False,0,High School,1993,False
105940,True,9,Bachelor,2000,False
105941,False,0,High School,2007,False
105942,False,0,Associate Degree,2001,False
105943,True,4,Bachelor,1998,True
105944,False,0,High School,2002,False
105945,False,0,Associate Degree,2003,False
105946,False,0,Associate Degree,2002,False
105947,False,0,Bachelor,2001,False
